zipcode,luse1,luse2,luse3,luse4,luse5,luse6,hhsize2,income5,PREDICTED_size
60.0,7.03076,7.06379,7.03593,7.09871,7.09943,7.01067,0,0.0,13484.222893402335
15.0,6.05594,6.0689,6.111,6.20742,6.35003,6.13646,0,0.0,11396.695597488617
15.0,6.9061,6.83463,7.01235,7.26073,7.44136,6.91342,1,0.0,11342.926085528876
1.0,6.48759,6.29453,5.91065,5.94508,6.03672,6.06267,0,0.0,17165.513769231115
57.0,5.93915,5.99115,5.97888,6.24479,6.42941,5.87995,0,0.0,11590.467340657211
49.0,5.94408,5.94795,5.98402,6.31487,6.41745,6.11374,0,0.0,10587.53470096312
28.0,6.23549,6.22527,6.29426,6.54137,6.6357,6.39707,0,0.0,10235.075564493245
28.0,6.15295,6.0448,6.28189,6.56215,6.61266,6.24776,0,1.0,15104.80774370149
1.0,6.02373,6.22363,6.46328,6.67441,6.72392,6.23114,0,0.0,3625.0649337146715
53.0,5.74013,5.94828,6.11633,6.53293,6.67567,6.0957,0,0.0,5313.096869457561
1.0,5.49111,5.45817,5.51123,5.98609,6.1615,5.99622,1,0.0,12949.043880890535
53.0,5.99421,6.07965,6.20699,6.61976,6.7755,6.33801,1,0.0,12029.49278725206
42.0,6.36115,6.32011,6.76224,7.03654,7.10549,6.70994,0,0.0,2112.238621756049
57.0,6.7784,6.80364,6.8007,6.9466,7.01591,6.88233,0,0.0,12171.814923266813
53.0,7.34984,6.78127,6.55393,6.66006,6.76198,6.68962,0,0.0,19003.484250048026
42.0,5.95492,5.80337,5.93046,6.00945,6.0053,6.03485,0,0.0,11452.214164591984
28.0,6.86481,6.94472,7.10491,7.28657,7.3076,7.05471,0,1.0,6756.441165755494
53.0,6.40818,6.57945,6.96628,7.32017,7.20068,6.70372,0,0.0,1188.1590466605685
28.0,4.76073,5.28175,5.57698,5.49902,5.64686,5.5977,0,1.0,6692.329967763859
54.0,6.04164,6.15987,6.23691,6.43693,6.63788,6.42715,0,0.0,8658.01137040787
58.0,6.18621,6.11723,6.03678,6.27103,6.53019,5.96328,0,0.0,14846.732400955883
28.0,5.77362,5.77465,5.80414,6.05123,6.29584,5.98315,1,1.0,9011.477069246193
28.0,5.21499,4.96099,4.91185,4.99543,5.09634,5.05421,1,0.0,13763.763779194755
49.0,6.02186,6.10648,6.08757,6.16729,6.3151,6.09049,0,0.0,11828.202987658213
28.0,5.80922,5.66234,5.74125,5.99618,5.931,5.60233,0,0.0,13231.741541977515
60.0,6.00517,5.94463,5.92768,5.99873,6.61922,6.56999,0,0.0,13442.66413989112
1.0,6.43076,6.36944,6.29576,6.43648,6.62749,6.21509,0,0.0,15333.903743827475
42.0,5.6862,5.81118,5.78197,6.26921,6.33171,5.84351,0,0.0,11029.992860280603
50.0,7.14992,7.02511,7.006,7.13692,7.30203,7.16706,0,0.0,14403.497640784224
15.0,6.93335,6.85838,6.8879,7.23488,7.473,7.06739,0,0.0,13081.518929691683
54.0,5.41224,5.59365,5.6547,5.90902,6.13256,5.60908,1,0.0,12544.725025527681
28.0,5.79687,5.60669,5.27969,5.3518,5.71036,5.79024,0,0.0,16572.388855343528
60.0,6.05488,6.08732,6.20959,6.2078,6.23124,5.73142,0,0.0,9223.640225216592
28.0,6.0731,6.11153,6.17745,6.48476,6.71272,6.51796,0,0.0,9356.565200566858
42.0,5.63899,5.6076,5.59527,5.66598,5.75883,5.72933,1,0.0,13413.455257656387
60.0,5.52456,5.45949,5.54149,5.70825,6.15394,5.34851,0,0.0,10796.023473977422
54.0,6.20895,5.61519,5.2841,5.43507,5.31524,5.17926,1,0.0,14890.829927240917
53.0,5.76506,5.88036,5.73649,5.85165,6.00215,5.97987,0,0.0,15207.532227687007
60.0,6.33889,6.31786,6.27918,6.50854,6.74559,6.22744,0,0.0,13752.268596919428
53.0,6.45631,6.39653,6.30628,6.33782,6.33068,6.21052,0,1.0,13544.893350116412
58.0,5.85214,5.8017,5.82263,6.08026,6.30099,5.85525,0,1.0,5900.156177592722
28.0,6.1489,6.1413,6.15792,6.60019,6.88246,6.41233,0,0.0,12167.624548754113
44.0,5.77875,5.96534,6.05058,6.14955,6.23553,5.83988,0,0.0,7938.796652716219
53.0,5.89348,6.14419,6.10954,6.56152,6.66563,6.18417,0,0.0,9522.814569590651
49.0,5.24215,5.11344,5.27231,5.50924,5.56187,5.07759,1,0.0,12935.748927578901
42.0,5.81634,5.96553,6.13136,6.4172,6.49222,6.09925,0,0.0,5965.691553041869
28.0,6.0301,5.93548,5.88004,6.17163,6.37987,6.04378,1,0.0,13740.894795859895
42.0,6.56331,6.64357,6.82607,7.11541,7.11507,6.67388,0,0.0,6552.680819260108
53.0,5.84737,5.53395,5.59198,5.3932,5.29401,5.148,0,1.0,8435.922051335117
54.0,6.12963,6.13922,6.13248,6.5375,6.72795,6.30007,1,0.0,13457.363149725257
49.0,5.92793,6.01142,6.1293,6.58192,6.64404,5.96512,0,0.0,7923.3930021820015
60.0,6.78835,6.41924,6.48102,6.43572,6.44579,6.35015,0,0.0,15568.858506880119
54.0,6.67635,6.53893,6.57245,6.7249,6.9532,6.61667,0,0.0,14028.194144104215
42.0,5.87609,6.09582,6.3728,6.66589,6.73238,6.2703,0,0.0,2789.7612152405454
42.0,6.26777,6.40211,6.56475,6.71781,6.73739,6.46394,0,0.0,5392.023504694024
53.0,4.97506,4.8836,4.8551,5.15961,5.37174,5.08595,0,0.0,13572.453003666784
42.0,6.44227,6.29727,6.66066,7.14205,7.30257,7.00847,0,0.0,4809.661801052554
28.0,5.88804,6.05615,6.23349,6.58041,6.5795,6.08104,0,0.0,5450.973716804327
75.0,6.47792,6.11036,5.93056,6.39981,6.55344,6.00119,1,0.0,14598.129521002498
1.0,6.98556,6.77438,6.73864,6.81418,6.85075,6.73963,1,0.0,12068.741637745345
58.0,5.11508,5.15839,5.11444,5.266,5.72771,5.14902,0,0.0,13526.888114386631
15.0,5.14873,5.15528,5.19188,5.56236,5.9926,5.17327,0,0.0,10305.821843330696
54.0,6.32641,6.30091,6.48616,6.5987,6.60984,6.19543,1,0.0,11032.20707175351
42.0,5.93227,5.85141,5.87824,6.03867,6.10611,5.92526,0,0.0,14645.92603821572
58.0,6.42025,6.48688,6.46363,6.47081,6.57126,6.45526,0,0.0,12548.416146880709
42.0,6.94758,6.16581,5.91277,5.97465,6.03838,6.15972,1,0.0,15360.905286591158
49.0,5.64467,5.62526,5.67632,5.98156,6.31216,5.81353,1,0.0,12758.266236054878
25.0,7.16981,7.30149,7.21373,7.22198,7.15654,7.09788,0,0.0,13444.148003324863
42.0,6.64582,6.32978,6.31476,6.50479,6.57311,6.43171,0,0.0,15252.390098357584
42.0,5.65237,5.59484,5.67478,5.79969,5.85233,5.807,0,0.0,13321.387104658701
75.0,5.85931,5.8922,5.83094,6.11082,5.87561,5.80972,0,0.0,13255.240634141635
15.0,6.0913,6.09404,6.11142,6.27798,6.38212,6.20574,0,0.0,11407.1119585575
53.0,5.75668,5.91054,5.88165,6.28109,6.31472,5.94477,1,0.0,12382.974972692242
42.0,5.50496,5.49169,5.56672,5.76519,5.70963,5.43497,1,0.0,12958.805423527258
53.0,6.11797,6.0955,6.0585,6.44991,6.85382,6.45602,1,0.0,13531.08851309676
1.0,5.70504,5.67675,5.72359,6.02016,6.31542,5.83636,0,0.0,11784.769582699599
75.0,5.9831,6.00832,6.14792,6.38873,6.38502,5.94682,0,0.0,7877.4406070693685
49.0,5.51291,5.51736,5.58287,5.71413,5.87487,5.75231,0,0.0,9938.029983165832
53.0,6.76669,6.83874,6.74724,6.93788,7.09316,6.72841,0,0.0,14256.04523228837
42.0,5.273,5.34472,5.37092,5.4961,5.58811,5.39317,0,0.0,9351.298148502949
52.0,5.79125,5.78154,5.80617,6.03387,6.18955,5.86792,1,0.0,13388.17950588814
28.0,6.11168,6.09197,6.00416,6.16338,6.58967,6.74264,0,0.0,14887.245553635374
28.0,6.5161,6.68352,6.78657,7.05523,7.10525,6.76491,0,0.0,7458.031644768362
1.0,6.59436,6.58234,6.49984,6.66011,6.70893,6.46308,0,0.0,14699.470495307278
42.0,5.3938,5.63172,5.76281,6.06675,6.45491,6.08667,1,1.0,12871.286943372499
53.0,6.42102,6.67417,6.85908,7.26466,7.47467,6.67153,0,0.0,4666.633301558349
28.0,5.63663,5.64844,5.68815,6.04139,6.22426,5.89558,1,0.0,10990.902500547701
42.0,5.7563,5.78827,5.84002,6.08702,6.29053,6.00518,0,0.0,10874.395163059318
58.0,5.5951,5.60884,5.80031,6.07251,6.23232,5.89877,1,0.0,12143.72524477427
58.0,5.70472,5.89459,6.12445,6.59969,6.84298,6.28135,0,0.0,4343.7603060007605
49.0,5.63374,5.59484,5.595,5.78103,5.81986,5.69349,0,0.0,12618.724338372791
60.0,6.34043,6.38167,6.46173,6.77932,6.87541,6.38989,0,0.0,9435.92458914338
15.0,6.7697,6.87191,6.8494,7.02779,7.11683,6.68304,0,0.0,11869.743621273848
42.0,5.59155,5.5812,5.57492,5.79947,5.92732,5.75091,1,0.0,13167.609875005075
15.0,6.24512,6.2175,6.24428,6.44798,6.61494,6.32179,1,0.0,12868.552553089636
42.0,4.90633,5.03792,5.16236,5.44762,5.50486,5.1117,1,0.0,12620.009363912417
54.0,6.175,6.12008,6.18068,6.443,6.57886,6.25963,0,0.0,10338.276702165054
53.0,6.65078,6.7925,6.95769,7.06488,7.06307,6.65496,0,1.0,14468.037874284244
49.0,6.32608,6.24604,6.34257,6.29829,6.25214,6.20421,0,0.0,11738.856463301603
54.0,6.59251,6.62124,6.68076,6.91122,7.15913,6.70502,0,0.0,10216.560559258996
57.0,6.44633,6.47348,6.59784,6.82637,7.00752,6.55231,0,0.0,8513.140530767936
57.0,6.65159,6.66862,6.89198,7.49635,7.70344,7.31946,1,0.0,13026.28202108671
42.0,6.58387,6.60865,6.59012,6.72569,6.76642,6.63415,0,0.0,12846.984128708584
49.0,5.88975,5.8911,5.89747,6.04004,6.1767,5.9478,0,0.0,13450.871061579144
42.0,5.74147,5.64463,5.66695,5.72834,5.86663,5.71499,1,0.0,13446.259055734092
54.0,5.92426,5.99525,5.85879,5.7496,5.97987,6.43283,0,0.0,15349.387232682715
42.0,6.49318,6.61613,6.92836,7.22282,7.21242,6.91686,1,0.0,11032.1084131934
57.0,6.72416,6.93324,7.05879,7.17311,7.27047,6.91483,0,0.0,6854.913884589038
57.0,5.65904,5.52612,5.49399,5.57708,5.77796,5.61099,0,0.0,14683.59230975999
1.0,5.90753,6.02747,6.05016,6.07074,6.14559,5.97468,0,0.0,9897.101749779693
42.0,6.11928,6.10014,5.80303,5.53998,5.62048,6.1066,0,0.0,18351.24808688565
61.0,4.72832,4.96197,5.07932,5.2763,5.29095,5.03305,0,0.0,6668.997308808399
75.0,6.13746,5.56541,5.42998,5.6473,5.78096,5.38164,1,0.0,15032.533353143226
57.0,6.19414,6.18865,6.36148,6.92083,7.11576,6.75387,0,0.0,7073.612901586984
15.0,6.4598,6.43957,6.66883,6.73542,6.72705,6.45686,1,0.0,12404.711659094031
28.0,5.98131,6.00204,6.02398,6.57869,7.39081,6.80775,0,0.0,11979.856586311675
75.0,6.05278,6.17621,6.32055,6.351,6.37743,6.22626,1,0.0,12326.48347575733
1.0,6.6106,6.5115,6.39663,6.40977,6.52811,6.32594,0,0.0,15742.614136766475
16.0,5.59008,5.75495,5.85215,6.07064,6.11988,5.97867,0,0.0,7944.671281194904
42.0,7.3505,7.15067,7.0306,6.95424,6.98115,7.02567,1,0.0,11450.54383905162
53.0,6.76045,6.78397,6.76987,6.91292,6.94892,6.83238,1,0.0,12127.346303652885
42.0,6.29942,6.49721,6.73347,7.14655,7.16849,6.76003,0,0.0,3379.0921465909078
28.0,6.20342,6.20165,6.19206,6.42197,6.6124,6.32386,1,0.0,13222.760679331546
1.0,6.10835,6.13823,6.20173,6.32395,6.46238,6.25492,1,0.0,12759.904664996748
58.0,6.20854,6.3055,6.43606,6.8058,7.02772,6.40986,1,0.0,9185.11142830192
60.0,5.88628,5.83986,6.01408,6.36544,6.55275,5.99559,1,0.0,10596.173790997369
60.0,5.44828,5.35032,5.41287,5.80435,6.0893,5.49317,1,0.0,13228.940214056562
42.0,6.04866,6.13168,6.13484,6.22276,6.29078,6.2222,0,0.0,11209.719406472677
75.0,5.7955,5.76016,5.81393,6.26888,6.36196,6.32702,1,0.0,11726.846858646939
53.0,7.0124,6.71147,6.55574,6.68044,6.81582,6.61427,1,0.0,11750.451322424206
75.0,5.96041,5.62654,5.75674,6.08743,6.31342,5.78361,0,1.0,2386.802866949017
54.0,6.72023,6.66741,6.48897,6.71943,6.89925,6.60194,0,0.0,16690.75199050231
53.0,6.34296,6.34913,6.34656,6.58485,6.7668,6.45364,0,0.0,12025.006006147916
57.0,5.53116,5.54373,5.49468,5.95336,6.04181,5.6457,1,0.0,13310.264674749833
58.0,5.73431,5.49265,5.44346,5.60971,5.86923,5.33766,1,0.0,14394.36248718916
57.0,5.72318,6.00443,5.96506,5.89063,6.00881,5.53028,1,0.0,12730.9419388106
1.0,6.55162,6.42627,6.22824,6.33972,6.3963,6.16445,1,1.0,5116.524659318739
28.0,6.47394,6.48411,6.54723,6.84647,6.98061,6.75679,1,1.0,11582.085278821223
75.0,5.23091,4.78943,5.07948,5.1358,5.08589,5.23163,0,0.0,12503.33260606494
53.0,6.25661,6.4152,6.55208,6.90734,7.01622,6.37195,0,0.0,5361.104893311568
15.0,5.41485,5.36259,5.46386,5.67045,6.06094,5.6866,0,0.0,10190.604571102323
25.0,7.45345,7.388,7.32587,7.31201,7.38853,7.15625,0,1.0,6764.768782499945
28.0,5.19801,5.15201,5.19265,5.39616,5.5689,5.4819,1,0.0,13536.385090770136
42.0,5.39002,4.79958,4.43872,4.38174,4.43505,4.50509,0,0.0,16204.398836087657
53.0,5.78687,5.73703,5.77289,5.96557,6.04169,5.89538,1,0.0,13477.111050645663
57.0,6.43556,6.46303,6.68866,6.99565,7.15933,6.57294,1,0.0,11881.695122325425
47.0,6.6215,6.54634,6.24598,6.41705,6.62796,6.48711,0,0.0,16535.507029186214
57.0,6.47307,6.61497,6.67104,7.0157,7.20569,6.60504,0,0.0,8859.836696712076
60.0,6.42822,6.60229,6.75057,7.1152,7.35159,6.99031,1,1.0,15446.926734799788
28.0,6.40615,6.58126,6.69801,6.93116,7.01065,6.63835,0,0.0,7177.84458745494
15.0,5.47687,5.61024,5.55223,5.64114,5.63432,5.51703,1,0.0,13132.487086335675
49.0,6.34021,6.12493,5.91111,6.50668,6.80064,6.35025,0,0.0,15819.804711500048
1.0,5.86092,5.88193,6.10086,6.37913,6.50005,5.96178,0,0.0,5783.72367173665
54.0,6.88601,6.70431,6.60956,6.97954,7.08032,6.95298,1,0.0,11091.747745751944
1.0,5.87136,6.03723,6.16776,6.30923,6.6677,6.14069,0,0.0,7374.0594701625705
1.0,6.01524,6.08723,6.0714,6.11019,6.75476,6.2922,0,0.0,12186.550835263448
60.0,7.41329,7.35572,6.93056,7.1898,7.34956,6.90084,0,0.0,17854.86376128441
28.0,6.56947,6.50253,6.46125,6.54639,6.70032,6.51582,0,0.0,14491.1008688796
50.0,6.01534,6.00998,6.01448,6.229,6.56138,6.33263,0,0.0,12744.653879036565
1.0,5.65484,5.63276,5.63751,5.76585,5.94956,5.89452,0,0.0,14291.51910229852
49.0,5.4006,5.30522,5.28151,5.31905,5.39413,5.37635,1,0.0,13563.144667783808
57.0,5.8302,5.8932,5.97498,6.42015,6.7398,6.2243,0,0.0,8947.829539849701
75.0,6.63084,6.63183,6.54345,6.51797,6.83005,6.42334,0,0.0,15189.856099989776
60.0,6.01416,6.19158,6.33,6.62906,6.80371,6.36972,0,0.0,6153.1000672409855
42.0,5.81349,5.71582,5.77634,6.02711,6.26322,5.91054,0,1.0,7853.892113876727
15.0,5.92467,5.74873,5.70001,5.8856,6.35819,5.94329,1,0.0,13743.5733294612
57.0,5.15142,5.06115,5.15698,5.21283,5.22325,5.05198,0,0.0,10136.403366115106
1.0,5.82784,5.92086,5.96029,6.07075,6.41057,6.00205,1,0.0,12869.843154018976
58.0,5.68961,5.70309,5.71973,5.82967,6.44799,5.70945,1,0.0,12927.609498616084
54.0,5.74322,5.7469,5.78256,5.82066,5.82807,5.78068,1,1.0,8639.660850253791
60.0,4.8387,4.76629,4.81543,5.22897,5.51745,4.54586,1,0.0,12986.177736810885
57.0,6.53836,6.48797,6.41891,7.10116,7.43293,6.93043,0,0.0,13452.632298850143
28.0,5.26161,5.2861,5.19245,5.27946,5.30555,5.18948,0,1.0,11366.05415086915
15.0,7.02109,7.10682,7.03066,7.12539,7.28246,6.91799,0,0.0,13949.55978411995
54.0,5.85101,5.8811,5.83722,5.99819,6.19809,5.77421,0,0.0,13714.857943873865
75.0,6.32558,6.01705,5.75501,5.77853,5.85042,5.74539,1,0.0,14556.238605931667
1.0,5.48667,6.00455,6.26098,6.46136,6.54163,5.99888,1,0.0,12222.167595360897
28.0,6.70839,6.94761,7.12408,7.41128,7.4172,6.96268,0,0.0,4871.5702635433445
48.0,5.82151,5.47721,5.31962,5.80083,5.64896,5.77467,0,0.0,15762.71161671296
1.0,4.35635,4.41323,4.38515,4.34009,4.42896,4.45946,0,0.0,12875.189187143389
57.0,6.33738,6.66377,6.86136,7.0311,7.14243,6.45744,0,0.0,3595.751919242968
59.0,7.2031,6.96119,7.13855,7.34914,7.42861,6.96902,0,0.0,10013.370859890047
57.0,6.66329,6.31987,6.24946,6.32618,6.46981,6.44506,0,0.0,15712.615103249456
15.0,5.62472,5.72662,5.77303,6.28034,6.41228,6.14745,1,1.0,11462.700159473296
42.0,5.74068,5.82467,5.98228,6.35378,6.48458,6.27852,0,1.0,15501.20389993727
75.0,5.21569,5.24562,5.48402,5.47452,5.53598,5.07474,1,0.0,12606.226434824326
1.0,5.65119,5.75558,5.75165,5.78432,5.84214,5.74013,0,0.0,11592.094784097497
15.0,6.79089,6.76552,6.76805,6.88728,6.76993,6.58787,1,0.0,11538.906819738062
60.0,5.29658,5.27421,5.50082,5.9572,5.75253,5.22228,0,0.0,6802.574310677031
54.0,6.33276,6.63781,6.88573,6.863,7.09459,6.53839,1,0.0,12213.92134647353
58.0,6.26445,6.33669,6.23137,6.29766,6.46968,6.21692,0,0.0,14193.738565470612
42.0,5.38109,5.32183,5.22342,5.39041,5.45412,5.28108,0,0.0,15424.304915677993
54.0,5.52593,5.47963,5.52837,5.39302,5.62604,5.38696,0,0.0,12500.570398264354
54.0,6.85436,7.0353,7.11522,7.21488,7.25808,7.09017,1,0.0,10728.265414385778
42.0,6.95707,7.00935,7.10707,7.31057,7.3484,6.9696,0,0.0,9018.862970875593
1.0,6.57809,6.63161,6.79117,7.08148,7.15897,6.77594,1,0.0,11701.582260652332
28.0,6.02826,6.15197,6.16637,6.31746,6.42771,6.27989,1,0.0,12844.143127924508
1.0,5.78076,5.87221,5.88933,5.97464,6.31847,5.84066,0,0.0,10703.32433702201
50.0,5.8487,5.93269,5.98997,6.15187,6.27269,6.04524,1,0.0,11612.670372079578
52.0,4.73577,4.83131,5.20611,5.74626,5.86604,5.53003,0,0.0,4349.828763456737
54.0,6.31823,6.33877,6.04707,6.26726,6.44587,6.16542,0,0.0,15923.096203858742
54.0,5.41967,5.49098,5.5802,5.82245,6.05854,5.51766,0,1.0,14384.122382275724
28.0,4.93992,4.91255,5.07392,5.35365,5.41719,5.34413,0,0.0,8377.690524145473
2.0,6.648,6.64334,6.22032,6.07566,6.27287,6.59229,0,0.0,17012.63766401661
52.0,6.13171,6.12595,6.14148,6.56433,6.76822,6.29273,0,0.0,11742.814458816474
1.0,6.72788,7.21328,7.24093,7.37885,7.37884,6.76155,1,0.0,12053.216208303907
28.0,7.06699,7.31026,7.40446,7.63229,7.53932,7.05027,0,0.0,6871.648744504437
28.0,6.26644,6.43941,6.50089,6.77913,6.92717,6.53502,0,1.0,14965.10403920558
57.0,4.66686,4.72462,4.76724,4.84982,4.8072,4.67057,1,0.0,13237.561878537143
15.0,6.8332,6.89061,6.98407,7.03248,6.95889,6.83079,1,0.0,11373.815010204595
42.0,5.80989,5.91024,6.23892,6.56688,6.7952,6.43294,0,0.0,2780.2929184798195
48.0,5.2876,5.31219,5.35215,5.67283,5.97925,5.69743,1,0.0,12960.241603564733
75.0,6.47411,6.57494,7.24697,7.51066,7.38106,6.55931,0,1.0,15311.506572920976
15.0,6.73106,6.32219,6.1428,6.064,6.16189,6.31497,1,0.0,15328.886681053515
49.0,5.49147,5.33122,5.3027,5.55623,6.04481,5.09466,1,0.0,13750.645967979977
1.0,6.96343,7.03621,6.96238,7.2143,7.36208,7.11597,0,0.0,13598.349248432243
28.0,6.10676,6.03163,6.1591,6.49891,6.57624,6.16286,0,0.0,9619.90287993805
42.0,6.76754,6.22139,6.10208,6.22739,6.28559,6.31553,0,0.0,16426.695377153315
54.0,5.90316,6.01183,6.27446,6.7834,6.81675,6.33355,1,0.0,12659.328388108705
1.0,6.20532,6.20375,6.34623,6.83879,7.25926,6.33685,0,0.0,7890.2228310691025
52.0,6.82203,6.62549,6.26508,6.26551,6.4608,6.34724,1,0.0,15462.886355993578
15.0,6.22745,6.34037,6.44378,6.55829,6.55874,6.44284,0,0.0,8032.396126127073
28.0,6.6445,6.76377,6.79512,7.03506,7.21184,6.94352,0,0.0,9751.330606546806
57.0,6.58846,6.89105,6.9315,6.96581,7.09401,7.09084,0,0.0,7729.1568853910885
49.0,6.87738,6.38671,6.65874,7.271,7.48177,7.13095,0,0.0,12624.044066117165
28.0,6.83421,6.93613,7.09826,7.39075,7.44775,7.04356,0,0.0,6873.632733304321
15.0,6.15632,5.72336,5.72749,6.05049,6.46997,5.89754,1,0.0,14073.082217204628
42.0,6.62565,6.64447,6.67029,6.96469,7.15338,6.97164,0,0.0,10183.54767770146
48.0,4.97796,4.99727,5.07642,5.28579,5.40145,5.26195,0,0.0,9355.094719964662
15.0,6.77245,6.87109,6.97652,7.49718,7.53345,7.08565,1,0.0,11821.278672485674
15.0,6.42021,6.48479,6.6229,6.87383,7.02252,6.68224,0,0.0,7699.967528570813
42.0,5.95511,5.90986,5.96077,6.17297,6.31503,6.07228,0,1.0,7182.540516417506
60.0,5.20674,5.15342,5.15295,5.18759,5.58087,5.84096,1,0.0,13526.843256797216
53.0,6.17848,6.0239,6.14903,6.56604,6.72871,6.40352,1,0.0,13169.56443836664
28.0,6.41274,6.48786,6.55879,6.68639,6.72459,6.56942,0,0.0,9436.180627742033
53.0,6.497,6.56966,6.616,7.01627,7.18424,6.69473,0,0.0,9337.593239488004
57.0,6.36887,6.80421,6.93361,7.35793,7.52223,6.9717,0,0.0,4118.846342575864
42.0,6.15289,6.34418,6.53939,6.76877,6.83743,6.37488,1,0.0,11651.234898004017
15.0,5.65147,5.57058,5.61471,5.90032,6.05698,5.82803,1,0.0,13381.378393928939
28.0,6.83767,6.91266,6.94456,7.13764,7.28178,7.14417,0,1.0,5900.037059332188
49.0,5.7765,5.8016,5.77125,5.95662,6.05173,5.81386,0,0.0,13460.934178772306
48.0,5.9959,6.00084,5.9979,6.27754,6.39405,6.15031,0,0.0,13169.181817447763
57.0,6.52972,6.25677,6.32835,6.63268,6.79085,6.63516,1,0.0,12745.928537461614
59.0,5.86286,6.14555,6.52666,6.67666,6.97537,6.20424,0,0.0,1580.2510405295907
59.0,6.91392,6.91584,6.846,6.8585,6.80225,6.70094,1,0.0,11787.27203074703
28.0,6.44703,6.52757,6.63795,6.8058,7.00518,6.76031,0,0.0,8121.976405664667
53.0,6.64128,6.69649,6.78818,6.99002,7.09885,6.74343,0,0.0,8975.237747994295
49.0,6.34115,6.29786,6.28761,6.52821,6.64975,6.31479,0,0.0,13590.592514230966
49.0,6.31097,6.21798,6.15138,6.29516,6.47384,6.2387,0,0.0,15226.611138922934
57.0,6.0589,5.96417,5.9698,6.72706,6.86834,5.99973,1,0.0,9944.570977486608
28.0,6.0226,6.08923,6.13816,6.24643,6.31365,6.16087,0,0.0,9790.155528572124
42.0,6.56171,6.30418,6.26818,6.59302,6.73242,6.42232,0,0.0,14938.858238525314
57.0,5.84958,5.89371,6.0104,6.28805,6.29738,5.73902,0,0.0,8535.500220674592
1.0,6.56886,6.62437,6.64082,6.89779,7.22661,6.68282,0,0.0,11462.141318637843
15.0,5.74961,5.89364,5.90518,6.13846,6.4309,6.24606,0,0.0,9586.751035723537
42.0,6.62873,6.85244,7.03149,7.21415,7.31376,7.02172,0,0.0,4791.612566544958
42.0,6.21666,6.21475,6.30652,6.56123,6.70208,6.44118,0,0.0,8970.618541371803
49.0,7.03776,6.87302,6.94611,7.20336,7.27192,6.88344,0,0.0,11155.309747824707
1.0,6.10512,5.98804,6.07385,6.51159,6.70128,6.05227,0,0.0,10872.328680602164
60.0,5.88825,5.79566,5.75811,6.34914,6.6956,6.28218,1,0.0,11466.271627390617
54.0,5.03584,5.00302,5.00784,5.19719,5.43653,4.97233,1,0.0,13374.453012084963
52.0,7.03532,6.89311,6.96358,7.0991,7.08399,6.84703,0,0.0,12414.875434819443
57.0,5.49135,6.06087,6.62747,6.93917,6.95628,6.5398,0,0.0,1772.4683437568074
42.0,5.55786,5.5632,5.62555,5.72816,5.80287,5.68179,1,0.0,12994.82157471564
59.0,5.73768,5.80945,6.02236,6.28164,6.50965,5.8514,0,0.0,5651.882593942555
15.0,5.59961,5.64849,5.63803,6.19135,6.46706,6.13333,0,0.0,11100.31319945276
28.0,6.06128,6.06755,6.05465,6.30117,6.40901,6.17862,0,0.0,12639.501736446458
28.0,5.70993,5.71764,5.84423,6.11905,6.22665,5.84797,0,1.0,14121.464241684753
53.0,6.06468,6.1411,6.16642,6.27804,6.40628,6.25765,1,0.0,13233.533089808823
52.0,6.24935,6.28635,6.33516,6.5068,6.77143,6.32841,0,0.0,9627.454809238345
28.0,6.18752,6.23044,6.44069,6.75784,6.82284,6.55108,0,0.0,5867.805176606473
28.0,6.89947,7.0496,7.2045,7.51683,7.51866,7.12666,1,1.0,14422.48677952258
15.0,6.62773,6.53918,6.65833,6.751,6.72509,6.53841,0,0.0,9079.603589370969
42.0,5.66601,5.93124,6.15749,6.43333,6.49856,5.95596,0,1.0,15580.64163937323
42.0,5.90649,5.91254,6.13349,6.28427,6.37823,6.08801,0,0.0,5719.317491820467
28.0,6.33172,6.37231,6.25892,6.38011,6.50024,6.36577,0,0.0,14773.333032474184
57.0,7.16132,7.13096,7.03706,7.07443,7.1721,7.0473,0,0.0,15766.947051418676
47.0,5.68559,5.88236,6.33864,6.62376,6.79034,6.38586,0,0.0,1055.0146749779797
1.0,5.82093,5.77796,5.79257,6.4471,6.41238,5.73152,0,0.0,11113.50429522535
60.0,5.91177,6.05581,6.47735,6.86538,6.8162,6.29814,0,0.0,992.873202228644
49.0,6.56503,6.25363,6.22635,6.34894,6.53514,6.31821,0,0.0,15534.919765434624
25.0,5.62113,5.575,5.53298,5.68902,5.86762,5.59381,0,0.0,13695.426731732474
28.0,6.25632,6.16548,6.16816,6.28353,6.34921,6.25924,1,0.0,13169.633751582505
1.0,6.46595,6.53558,7.14292,7.53495,7.6146,7.01151,0,0.0,700.4738891195175
42.0,6.69516,6.88721,7.00625,7.16127,7.19153,6.9203,0,0.0,6921.951383358436
28.0,5.52991,5.47747,5.45361,5.63634,5.71403,5.66368,0,0.0,14423.473589743
18.0,5.70145,5.76037,5.80254,5.91404,5.90911,5.65712,0,1.0,11156.836934975938
59.0,6.52837,6.41299,6.51696,6.4163,6.64372,6.3252,0,0.0,11907.354013618327
42.0,7.14327,6.88792,6.85429,7.06197,7.13355,6.97439,1,0.0,10409.40207677783
49.0,5.74869,5.7869,5.77945,6.2258,6.62463,5.98128,0,1.0,13146.970431374079
